zdid,,,lxid,,,ysfsbm,zdmc,,,,sfty,,station_code,station_telecode,station_shortname,
4063,NULL,NULL,1,NULL,NULL,1,前进镇,NULL,NULL,NULL,0,NULL,60971,QEB,前,NULL
4064,NULL,NULL,1,NULL,NULL,1,洪河,NULL,NULL,NULL,0,NULL,60974,HPB,洪,NULL
4065,NULL,NULL,1,NULL,NULL,1,前锋,NULL,NULL,NULL,0,NULL,60977,QFB,前,NULL
4066,NULL,NULL,1,NULL,NULL,1,东二道河,NULL,NULL,NULL,0,NULL,60980,DRB,东,NULL
4067,NULL,NULL,1,NULL,NULL,1,寒葱沟,NULL,NULL,NULL,0,NULL,60983,HKB,寒,NULL
4068,NULL,NULL,1,NULL,NULL,1,抚远,NULL,NULL,NULL,0,NULL,60989,FYB,抚,NULL
4069,NULL,NULL,1,NULL,NULL,1,双柳,NULL,NULL,NULL,0,NULL,61080,SLB,双,NULL
4070,NULL,NULL,1,NULL,NULL,1,宝清,NULL,NULL,NULL,0,NULL,61083,BUB,宝,NULL
4071,NULL,NULL,1,NULL,NULL,1,富江镇,NULL,NULL,NULL,0,NULL,61241,FJB,富,NULL
4072,NULL,NULL,1,NULL,NULL,1,桦林,NULL,NULL,NULL,0,NULL,61253,HIB,桦,NULL
4073,NULL,NULL,1,NULL,NULL,1,柴河,NULL,NULL,NULL,0,NULL,61256,CHB,柴,NULL
4074,NULL,NULL,1,NULL,NULL,1,五林,NULL,NULL,NULL,0,NULL,61262,WLB,五,NULL
4075,NULL,NULL,1,NULL,NULL,1,朱家沟,NULL,NULL,NULL,0,NULL,61265,ZUB,朱,NULL
4076,NULL,NULL,1,NULL,NULL,1,宝林,NULL,NULL,NULL,0,NULL,61274,BNB,宝,NULL
4077,NULL,NULL,1,NULL,NULL,1,楚山,NULL,NULL,NULL,0,NULL,61280,CSB,楚,NULL
4078,NULL,NULL,1,NULL,NULL,1,向阳,NULL,NULL,NULL,0,NULL,61283,XDB,向,NULL
4079,NULL,NULL,1,NULL,NULL,1,林口,NULL,NULL,NULL,0,NULL,61289,LKB,林,NULL
4080,NULL,NULL,1,NULL,NULL,1,古城镇,NULL,NULL,NULL,0,NULL,61310,GZB,古,NULL
4081,NULL,NULL,1,NULL,NULL,1,亚河,NULL,NULL,NULL,0,NULL,61316,YHB,亚,NULL
4082,NULL,NULL,1,NULL,NULL,1,青山,NULL,NULL,NULL,0,NULL,61322,QSB,青,NULL
4083,NULL,NULL,1,NULL,NULL,1,虎山,NULL,NULL,NULL,0,NULL,61328,HVB,虎,NULL
4084,NULL,NULL,1,NULL,NULL,1,佛岭,NULL,NULL,NULL,0,NULL,61331,FLB,佛,NULL
4085,NULL,NULL,1,NULL,NULL,1,通天屯,NULL,NULL,NULL,0,NULL,61334,TTB,通,NULL
4086,NULL,NULL,1,NULL,NULL,1,勃利,NULL,NULL,NULL,0,NULL,61337,BLB,勃,NULL
4087,NULL,NULL,1,NULL,NULL,1,杏树,NULL,NULL,NULL,0,NULL,61361,XSB,杏,NULL
4088,NULL,NULL,1,NULL,NULL,1,倭肯,NULL,NULL,NULL,0,NULL,61364,WQB,倭,NULL
4089,NULL,NULL,1,NULL,NULL,1,阎家,NULL,NULL,NULL,0,NULL,61370,YIB,阎,NULL
4090,NULL,NULL,1,NULL,NULL,1,桦南,NULL,NULL,NULL,0,NULL,61376,HNB,桦,NULL
4091,NULL,NULL,1,NULL,NULL,1,八虎力,NULL,NULL,NULL,0,NULL,61379,BIB,八,NULL
4092,NULL,NULL,1,NULL,NULL,1,孟家岗,NULL,NULL,NULL,0,NULL,61382,MGB,孟,NULL
4093,NULL,NULL,1,NULL,NULL,1,申家店,NULL,NULL,NULL,0,NULL,61388,ODB,申,NULL
4094,NULL,NULL,1,NULL,NULL,1,长发屯,NULL,NULL,NULL,0,NULL,61400,CFB,长,NULL
4095,NULL,NULL,1,NULL,NULL,1,东佳木斯,NULL,NULL,NULL,0,NULL,61403,DMB,东,NULL
4096,NULL,NULL,1,NULL,NULL,1,互助,NULL,NULL,NULL,0,NULL,61424,HCB,互,NULL
4097,NULL,NULL,1,NULL,NULL,1,七台河,NULL,NULL,NULL,0,NULL,61433,QTB,七,NULL
4098,NULL,NULL,1,NULL,NULL,1,杨木,NULL,NULL,NULL,0,NULL,61520,YMB,杨,NULL
4099,NULL,NULL,1,NULL,NULL,1,奎山,NULL,NULL,NULL,0,NULL,61526,KAB,奎,NULL
4100,NULL,NULL,1,NULL,NULL,1,西麻山,NULL,NULL,NULL,0,NULL,61529,XMB,西,NULL
4101,NULL,NULL,1,NULL,NULL,1,麻山,NULL,NULL,NULL,0,NULL,61532,MAB,麻,NULL
4102,NULL,NULL,1,NULL,NULL,1,青龙,NULL,NULL,NULL,0,NULL,61538,QIB,青,NULL
4103,NULL,NULL,1,NULL,NULL,1,兰岭,NULL,NULL,NULL,0,NULL,61544,ULB,兰,NULL
4104,NULL,NULL,1,NULL,NULL,1,滴道,NULL,NULL,NULL,0,NULL,61550,DDB,滴,NULL
4105,NULL,NULL,1,NULL,NULL,1,鸡西,NULL,NULL,NULL,0,NULL,61574,JXB,鸡,NULL
4106,NULL,NULL,1,NULL,NULL,1,鸡东,NULL,NULL,NULL,0,NULL,61586,JOB,鸡,NULL
4107,NULL,NULL,1,NULL,NULL,1,东海,NULL,NULL,NULL,0,NULL,61595,DHB,东,NULL
4108,NULL,NULL,1,NULL,NULL,1,永安乡,NULL,NULL,NULL,0,NULL,61601,YNB,永,NULL
4109,NULL,NULL,1,NULL,NULL,1,黑台,NULL,NULL,NULL,0,NULL,61607,HQB,黑,NULL
4110,NULL,NULL,1,NULL,NULL,1,连珠山,NULL,NULL,NULL,0,NULL,61613,LIB,连,NULL
4111,NULL,NULL,1,NULL,NULL,1,密山西,NULL,NULL,NULL,0,NULL,61619,MXB,密,NULL
4112,NULL,NULL,1,NULL,NULL,1,密山,NULL,NULL,NULL,0,NULL,61622,MSB,密,NULL
4113,NULL,NULL,1,NULL,NULL,1,裴德,NULL,NULL,NULL,0,NULL,61643,PDB,裴,NULL
4114,NULL,NULL,1,NULL,NULL,1,兴凯,NULL,NULL,NULL,0,NULL,61649,EKB,兴,NULL
4115,NULL,NULL,1,NULL,NULL,1,杨岗,NULL,NULL,NULL,0,NULL,61655,YRB,杨,NULL
4116,NULL,NULL,1,NULL,NULL,1,凯北,NULL,NULL,NULL,0,NULL,61658,KBB,凯,NULL
4117,NULL,NULL,1,NULL,NULL,1,卫星,NULL,NULL,NULL,0,NULL,61661,WVB,卫,NULL
4118,NULL,NULL,1,NULL,NULL,1,虎林,NULL,NULL,NULL,0,NULL,61682,VLB,虎,NULL
4119,NULL,NULL,1,NULL,NULL,1,迎春,NULL,NULL,NULL,0,NULL,61715,YYB,迎,NULL
4120,NULL,NULL,1,NULL,NULL,1,东方红,NULL,NULL,NULL,0,NULL,61727,DFB,东,NULL
4121,NULL,NULL,1,NULL,NULL,1,八面通,NULL,NULL,NULL,0,NULL,61766,BMB,八,NULL
4122,NULL,NULL,1,NULL,NULL,1,梨树镇,NULL,NULL,NULL,0,NULL,61775,LSB,梨,NULL
4123,NULL,NULL,1,NULL,NULL,1,石磷,NULL,NULL,NULL,0,NULL,61778,SPB,石,NULL
4124,NULL,NULL,1,NULL,NULL,1,柳毛,NULL,NULL,NULL,0,NULL,61784,LEB,柳,NULL
4125,NULL,NULL,1,NULL,NULL,1,亚布力南,NULL,NULL,NULL,0,NULL,62255,YWB,亚,NULL
4126,NULL,NULL,1,NULL,NULL,1,长汀镇,NULL,NULL,NULL,0,NULL,62324,CDB,长,NULL
4127,NULL,NULL,1,NULL,NULL,1,石岘,NULL,NULL,NULL,0,NULL,62495,SXL,石,NULL
4128,NULL,NULL,1,NULL,NULL,1,汪清,NULL,NULL,NULL,0,NULL,62513,WQL,汪,NULL
4129,NULL,NULL,1,NULL,NULL,1,大兴沟,NULL,NULL,NULL,0,NULL,62525,DXL,大,NULL
4130,NULL,NULL,1,NULL,NULL,1,庙岭,NULL,NULL,NULL,0,NULL,62528,MLL,庙,NULL
4131,NULL,NULL,1,NULL,NULL,1,天桥岭,NULL,NULL,NULL,0,NULL,62534,TQL,安,NULL
4132,NULL,NULL,1,NULL,NULL,1,石头河,NULL,NULL,NULL,0,NULL,62540,SVL,石,NULL
4133,NULL,NULL,1,NULL,NULL,1,春阳,NULL,NULL,NULL,0,NULL,62543,CAL,春,NULL
4134,NULL,NULL,1,NULL,NULL,1,老松岭,NULL,NULL,NULL,0,NULL,62549,LKL,老,NULL
4135,NULL,NULL,1,NULL,NULL,1,鹿道,NULL,NULL,NULL,0,NULL,62552,LDL,鹿,NULL
4136,NULL,NULL,1,NULL,NULL,1,斗沟子,NULL,NULL,NULL,0,NULL,62555,DGB,斗,NULL
4137,NULL,NULL,1,NULL,NULL,1,马莲河,NULL,NULL,NULL,0,NULL,62558,MHB,马,NULL
4138,NULL,NULL,1,NULL,NULL,1,东京城,NULL,NULL,NULL,0,NULL,62564,DJB,东,NULL
4139,NULL,NULL,1,NULL,NULL,1,石头,NULL,NULL,NULL,0,NULL,62570,OTB,石,NULL
4140,NULL,NULL,1,NULL,NULL,1,兰岗,NULL,NULL,NULL,0,NULL,62576,LNB,兰,NULL
4141,NULL,NULL,1,NULL,NULL,1,宁安,NULL,NULL,NULL,0,NULL,62579,NAB,宁,NULL
4142,NULL,NULL,1,NULL,NULL,1,温春,NULL,NULL,NULL,0,NULL,62582,WDB,温,NULL
4143,NULL,NULL,1,NULL,NULL,1,海浪,NULL,NULL,NULL,0,NULL,62594,HAB,海,NULL
4144,NULL,NULL,1,NULL,NULL,1,卡路屯,NULL,NULL,NULL,0,NULL,62597,KLB,卡,NULL
4145,NULL,NULL,1,NULL,NULL,1,东门,NULL,NULL,NULL,0,NULL,62665,DNB,东,NULL
4146,NULL,NULL,1,NULL,NULL,1,孙家,NULL,NULL,NULL,0,NULL,62666,SUB,孙,NULL
4147,NULL,NULL,1,NULL,NULL,1,平房,NULL,NULL,NULL,0,NULL,62678,PFB,平,NULL
4148,NULL,NULL,1,NULL,NULL,1,周家,NULL,NULL,NULL,0,NULL,62684,ZOB,周,NULL
4149,NULL,NULL,1,NULL,NULL,1,牛家,NULL,NULL,NULL,0,NULL,62690,NJB,牛,NULL
4150,NULL,NULL,1,NULL,NULL,1,拉林,NULL,NULL,NULL,0,NULL,62696,LAB,拉,NULL
4151,NULL,NULL,1,NULL,NULL,1,背荫河,NULL,NULL,NULL,0,NULL,62699,BYB,背,NULL
4152,NULL,NULL,1,NULL,NULL,1,安家,NULL,NULL,NULL,0,NULL,62705,AJB,安,NULL
4153,NULL,NULL,1,NULL,NULL,1,五常,NULL,NULL,NULL,0,NULL,62711,WCB,五,NULL
4154,NULL,NULL,1,NULL,NULL,1,杜家,NULL,NULL,NULL,0,NULL,62732,DJL,杜,NULL
4155,NULL,NULL,1,NULL,NULL,1,山河屯,NULL,NULL,NULL,0,NULL,62735,SHL,山,NULL
4156,NULL,NULL,1,NULL,NULL,1,平安,NULL,NULL,NULL,0,NULL,62738,PAL,平,NULL
4157,NULL,NULL,1,NULL,NULL,1,棋盘,NULL,NULL,NULL,0,NULL,62828,QPL,棋,NULL
4158,NULL,NULL,1,NULL,NULL,1,金珠,NULL,NULL,NULL,0,NULL,62858,JVL,金,NULL
4159,NULL,NULL,1,NULL,NULL,1,亚复,NULL,NULL,NULL,0,NULL,62861,YRL,亚,NULL
4160,NULL,NULL,1,NULL,NULL,1,大口钦,NULL,NULL,NULL,0,NULL,62867,DKL,大,NULL
4161,NULL,NULL,1,NULL,NULL,1,前窑,NULL,NULL,NULL,0,NULL,62870,QVL,前,NULL
4162,NULL,NULL,1,NULL,NULL,1,丰广,NULL,NULL,NULL,0,NULL,62876,FGL,丰,NULL
4163,NULL,NULL,1,NULL,NULL,1,吉舒,NULL,NULL,NULL,0,NULL,62882,JSL,吉,NULL
4164,NULL,NULL,1,NULL,NULL,1,东富,NULL,NULL,NULL,0,NULL,62888,DUL,东,NULL
4165,NULL,NULL,1,NULL,NULL,1,蛟河西,NULL,NULL,NULL,0,NULL,63065,JOL,蛟,NULL
4166,NULL,NULL,1,NULL,NULL,1,威虎岭北,NULL,NULL,NULL,0,NULL,63068,WBL,威,NULL
4167,NULL,NULL,1,NULL,NULL,1,大石头南,NULL,NULL,NULL,0,NULL,63071,DAL,大,NULL
4168,NULL,NULL,1,NULL,NULL,1,安图西,NULL,NULL,NULL,0,NULL,63074,AXL,安,NULL
4169,NULL,NULL,1,NULL,NULL,1,延吉西,NULL,NULL,NULL,0,NULL,63077,YXL,延,NULL
4170,NULL,NULL,1,NULL,NULL,1,珲春,NULL,NULL,NULL,0,NULL,63083,HUL,珲,NULL
4171,NULL,NULL,1,NULL,NULL,1,大西,NULL,NULL,NULL,0,NULL,63263,DXB,大,NULL
4172,NULL,NULL,1,NULL,NULL,1,图们北,NULL,NULL,NULL,0,NULL,63344,QSL,图,NULL
4173,NULL,NULL,1,NULL,NULL,1,龙井,NULL,NULL,NULL,0,NULL,63419,LJL,龙,NULL
4174,NULL,NULL,1,NULL,NULL,1,八家子,NULL,NULL,NULL,0,NULL,63485,BZL,八,NULL
4175,NULL,NULL,1,NULL,NULL,1,和龙,NULL,NULL,NULL,0,NULL,63494,HLL,和,NULL
4176,NULL,NULL,1,NULL,NULL,1,松江镇,NULL,NULL,NULL,0,NULL,63551,OZL,松,NULL
4177,NULL,NULL,1,NULL,NULL,1,荒沟西,NULL,NULL,NULL,0,NULL,63554,HGL,荒,NULL
4178,NULL,NULL,1,NULL,NULL,1,枕头峰,NULL,NULL,NULL,0,NULL,63557,ZTL,枕,NULL
4179,NULL,NULL,1,NULL,NULL,1,十里坪,NULL,NULL,NULL,0,NULL,63560,SKL,十,NULL
4180,NULL,NULL,1,NULL,NULL,1,五龙背东,NULL,NULL,NULL,0,NULL,63605,WMT,五,NULL
4181,NULL,NULL,1,NULL,NULL,1,凤城东,NULL,NULL,NULL,0,NULL,63608,FDT,凤,NULL
4182,NULL,NULL,1,NULL,NULL,1,通远堡西,NULL,NULL,NULL,0,NULL,63611,TST,通,NULL
4183,NULL,NULL,1,NULL,NULL,1,南芬北,NULL,NULL,NULL,0,NULL,63614,NUT,南,NULL
4184,NULL,NULL,1,NULL,NULL,1,本溪新城,NULL,NULL,NULL,0,NULL,63617,BVT,本,NULL
4185,NULL,NULL,1,NULL,NULL,1,沈阳南,NULL,NULL,NULL,0,NULL,63623,SOT,沈,NULL
4186,NULL,NULL,1,NULL,NULL,1,光辉,NULL,NULL,NULL,0,NULL,63935,GHL,光,NULL
4187,NULL,NULL,1,NULL,NULL,1,板杖子,NULL,NULL,NULL,0,NULL,63938,BCL,板,NULL
4188,NULL,NULL,1,NULL,NULL,1,辉南,NULL,NULL,NULL,0,NULL,63941,HNL,辉,NULL
4189,NULL,NULL,1,NULL,NULL,1,杉松岗,NULL,NULL,NULL,0,NULL,63947,SBL,杉,NULL
4190,NULL,NULL,1,NULL,NULL,1,伊通,NULL,NULL,NULL,0,NULL,64201,YTL,伊,NULL
4191,NULL,NULL,1,NULL,NULL,1,建安,NULL,NULL,NULL,0,NULL,64203,JUL,建,NULL
4192,NULL,NULL,1,NULL,NULL,1,谢家,NULL,NULL,NULL,0,NULL,64385,XJL,谢,NULL
4193,NULL,NULL,1,NULL,NULL,1,柳河,NULL,NULL,NULL,0,NULL,64388,LNL,柳,NULL
4194,NULL,NULL,1,NULL,NULL,1,郑家堡,NULL,NULL,NULL,0,NULL,64391,ZPL,郑,NULL
4195,NULL,NULL,1,NULL,NULL,1,驼腰岭,NULL,NULL,NULL,0,NULL,64394,TIL,驼,NULL
4196,NULL,NULL,1,NULL,NULL,1,五道沟,NULL,NULL,NULL,0,NULL,64397,WDL,五,NULL
4197,NULL,NULL,1,NULL,NULL,1,大泉眼,NULL,NULL,NULL,0,NULL,64400,IOL,大,NULL
4198,NULL,NULL,1,NULL,NULL,1,三源浦,NULL,NULL,NULL,0,NULL,64403,SYL,三,NULL
4199,NULL,NULL,1,NULL,NULL,1,通沟,NULL,NULL,NULL,0,NULL,64409,TOL,通,NULL
4200,NULL,NULL,1,NULL,NULL,1,干沟,NULL,NULL,NULL,0,NULL,64412,GGL,干,NULL
4201,NULL,NULL,1,NULL,NULL,1,二密河,NULL,NULL,NULL,0,NULL,64415,RML,二,NULL
4202,NULL,NULL,1,NULL,NULL,1,通化,NULL,NULL,NULL,0,NULL,64418,THL,通,NULL
4203,NULL,NULL,1,NULL,NULL,1,通化县,NULL,NULL,NULL,0,NULL,64420,TXL,通,NULL
4204,NULL,NULL,1,NULL,NULL,1,古城子,NULL,NULL,NULL,0,NULL,64424,GFT,古,NULL
4205,NULL,NULL,1,NULL,NULL,1,桓龙湖,NULL,NULL,NULL,0,NULL,64426,HKT,桓,NULL
4206,NULL,NULL,1,NULL,NULL,1,五女山,NULL,NULL,NULL,0,NULL,64428,WET,五,NULL
4207,NULL,NULL,1,NULL,NULL,1,大雅河,NULL,NULL,NULL,0,NULL,64430,DDT,大,NULL
4208,NULL,NULL,1,NULL,NULL,1,雅河,NULL,NULL,NULL,0,NULL,64431,YLT,雅,NULL
4209,NULL,NULL,1,NULL,NULL,1,天桥沟,NULL,NULL,NULL,0,NULL,64432,VGT,天,NULL
4210,NULL,NULL,1,NULL,NULL,1,东通化,NULL,NULL,NULL,0,NULL,64439,DTL,东,NULL
4211,NULL,NULL,1,NULL,NULL,1,水洞,NULL,NULL,NULL,0,NULL,64448,SIL,水,NULL
4212,NULL,NULL,1,NULL,NULL,1,鸭园,NULL,NULL,NULL,0,NULL,64451,YYL,鸭,NULL
4213,NULL,NULL,1,NULL,NULL,1,铁厂,NULL,NULL,NULL,0,NULL,64454,TCL,铁,NULL
4214,NULL,NULL,1,NULL,NULL,1,万隆,NULL,NULL,NULL,0,NULL,64457,WLL,万,NULL
4215,NULL,NULL,1,NULL,NULL,1,果松,NULL,NULL,NULL,0,NULL,64460,GSL,果,NULL
4216,NULL,NULL,1,NULL,NULL,1,石湖,NULL,NULL,NULL,0,NULL,64463,SPL,石,NULL
4217,NULL,NULL,1,NULL,NULL,1,老岭,NULL,NULL,NULL,0,NULL,64466,LRL,老,NULL
4218,NULL,NULL,1,NULL,NULL,1,双安屯,NULL,NULL,NULL,0,NULL,64469,STL,双,NULL
4219,NULL,NULL,1,NULL,NULL,1,黄柏,NULL,NULL,NULL,0,NULL,64472,HBL,黄,NULL
4220,NULL,NULL,1,NULL,NULL,1,西阳岔,NULL,NULL,NULL,0,NULL,64475,XIL,西,NULL
4221,NULL,NULL,1,NULL,NULL,1,阳岔,NULL,NULL,NULL,0,NULL,64478,YAL,阳,NULL
4222,NULL,NULL,1,NULL,NULL,1,集安,NULL,NULL,NULL,0,NULL,64481,JAL,集,NULL
4223,NULL,NULL,1,NULL,NULL,1,菇园,NULL,NULL,NULL,0,NULL,64544,GYL,菇,NULL
4224,NULL,NULL,1,NULL,NULL,1,道清,NULL,NULL,NULL,0,NULL,64547,DML,道,NULL
4225,NULL,NULL,1,NULL,NULL,1,老营,NULL,NULL,NULL,0,NULL,64550,LXL,老,NULL
4226,NULL,NULL,1,NULL,NULL,1,白山市,NULL,NULL,NULL,0,NULL,64556,HJL,白,NULL
4227,NULL,NULL,1,NULL,NULL,1,石人,NULL,NULL,NULL,0,NULL,64577,SRL,石,NULL
4228,NULL,NULL,1,NULL,NULL,1,林子头,NULL,NULL,NULL,0,NULL,64580,LIL,林,NULL
4229,NULL,NULL,1,NULL,NULL,1,遥林,NULL,NULL,NULL,0,NULL,64583,YLL,遥,NULL
4230,NULL,NULL,1,NULL,NULL,1,松岭,NULL,NULL,NULL,0,NULL,64586,SWL,松,NULL
4231,NULL,NULL,1,NULL,NULL,1,三队,NULL,NULL,NULL,0,NULL,64592,SAL,三,NULL
4232,NULL,NULL,1,NULL,NULL,1,花山,NULL,NULL,NULL,0,NULL,64595,HML,花,NULL
4233,NULL,NULL,1,NULL,NULL,1,临江,NULL,NULL,NULL,0,NULL,64598,LQL,临,NULL
4234,NULL,NULL,1,NULL,NULL,1,靖宇,NULL,NULL,NULL,0,NULL,64606,JYL,靖,NULL
4235,NULL,NULL,1,NULL,NULL,1,三道湖,NULL,NULL,NULL,0,NULL,64608,SDL,三,NULL
4236,NULL,NULL,1,NULL,NULL,1,抚松,NULL,NULL,NULL,0,NULL,64610,FSL,抚,NULL
4237,NULL,NULL,1,NULL,NULL,1,大栗子,NULL,NULL,NULL,0,NULL,64622,DLL,大,NULL
4238,NULL,NULL,1,NULL,NULL,1,咋子,NULL,NULL,NULL,0,NULL,64652,ZAL,咋,NULL
4239,NULL,NULL,1,NULL,NULL,1,江源,NULL,NULL,NULL,0,NULL,64658,SZL,江,NULL
4240,NULL,NULL,1,NULL,NULL,1,大东,NULL,NULL,NULL,0,NULL,64664,DDL,大,NULL
4241,NULL,NULL,1,NULL,NULL,1,枫叶岭,NULL,NULL,NULL,0,NULL,64667,FYL,枫,NULL
4242,NULL,NULL,1,NULL,NULL,1,湾沟,NULL,NULL,NULL,0,NULL,64670,WGL,湾,NULL
4243,NULL,NULL,1,NULL,NULL,1,平川,NULL,NULL,NULL,0,NULL,64673,PCL,平,NULL
4244,NULL,NULL,1,NULL,NULL,1,青沟子,NULL,NULL,NULL,0,NULL,64697,QOL,青,NULL
4245,NULL,NULL,1,NULL,NULL,1,松树镇,NULL,NULL,NULL,0,NULL,64700,SSL,松,NULL
4246,NULL,NULL,1,NULL,NULL,1,氡泉,NULL,NULL,NULL,0,NULL,64723,DOL,氡,NULL
4247,NULL,NULL,1,NULL,NULL,1,仙人桥,NULL,NULL,NULL,0,NULL,64730,XRL,仙,NULL
4248,NULL,NULL,1,NULL,NULL,1,黄泥崴子,NULL,NULL,NULL,0,NULL,64733,HQL,黄,NULL
4249,NULL,NULL,1,NULL,NULL,1,小山,NULL,NULL,NULL,0,NULL,64739,XSL,小,NULL
4250,NULL,NULL,1,NULL,NULL,1,松江河,NULL,NULL,NULL,0,NULL,64742,SJL,松,NULL
4251,NULL,NULL,1,NULL,NULL,1,板石河,NULL,NULL,NULL,0,NULL,64745,BNL,板,NULL
4252,NULL,NULL,1,NULL,NULL,1,柳毛沟,NULL,NULL,NULL,0,NULL,64748,UML,柳,NULL
4253,NULL,NULL,1,NULL,NULL,1,泉阳,NULL,NULL,NULL,0,NULL,64751,QYL,泉,NULL
4254,NULL,NULL,1,NULL,NULL,1,北岗,NULL,NULL,NULL,0,NULL,64772,BGL,北,NULL
4255,NULL,NULL,1,NULL,NULL,1,影壁山,NULL,NULL,NULL,0,NULL,64775,YBA,影,NULL
4256,NULL,NULL,1,NULL,NULL,1,砬子河,NULL,NULL,NULL,0,NULL,64778,LVL,砬,NULL
4257,NULL,NULL,1,NULL,NULL,1,露水河,NULL,NULL,NULL,0,NULL,64781,LUL,露,NULL
4258,NULL,NULL,1,NULL,NULL,1,二岔,NULL,NULL,NULL,0,NULL,64783,ECL,二,NULL
4259,NULL,NULL,1,NULL,NULL,1,火炬沟,NULL,NULL,NULL,0,NULL,64787,HKL,火,NULL
4260,NULL,NULL,1,NULL,NULL,1,白河,NULL,NULL,NULL,0,NULL,64790,BEL,白,NULL
4261,NULL,NULL,1,NULL,NULL,1,盐池,NULL,NULL,NULL,0,NULL,65300,YKJ,盐,NULL
4262,NULL,NULL,1,NULL,NULL,1,灵武,NULL,NULL,NULL,0,NULL,65315,LNJ,灵,NULL
4263,NULL,NULL,1,NULL,NULL,1,湘潭北,NULL,NULL,NULL,0,NULL,65660,EDQ,湘,NULL
4264,NULL,NULL,1,NULL,NULL,1,新化南,NULL,NULL,NULL,0,NULL,65672,EJQ,新,NULL
4265,NULL,NULL,1,NULL,NULL,1,芷江,NULL,NULL,NULL,0,NULL,65681,ZPQ,芷,NULL
4266,NULL,NULL,1,NULL,NULL,1,南曹,NULL,NULL,NULL,0,NULL,65701,NEF,南,NULL
4267,NULL,NULL,1,NULL,NULL,1,孟庄,NULL,NULL,NULL,0,NULL,65703,MZF,孟,NULL
4268,NULL,NULL,1,NULL,NULL,1,新郑机场,NULL,NULL,NULL,0,NULL,65705,EZF,新,NULL
4269,NULL,NULL,1,NULL,NULL,1,宋城路,NULL,NULL,NULL,0,NULL,65761,SFF,宋,NULL
4270,NULL,NULL,1,NULL,NULL,1,运粮河,NULL,NULL,NULL,0,NULL,65764,YEF,运,NULL
4271,NULL,NULL,1,NULL,NULL,1,绿博园,NULL,NULL,NULL,0,NULL,65767,LCF,绿,NULL
4272,NULL,NULL,1,NULL,NULL,1,贾鲁河,NULL,NULL,NULL,0,NULL,65770,JLF,贾,NULL
4273,NULL,NULL,1,NULL,NULL,1,李朗所,NULL,NULL,NULL,0,NULL,65861,AVQ,李,NULL
4274,NULL,NULL,1,NULL,NULL,1,深圳坪山,NULL,NULL,NULL,0,NULL,65862,IFQ,深,NULL
4275,NULL,NULL,1,NULL,NULL,1,惠州南,NULL,NULL,NULL,0,NULL,65864,KNQ,惠,NULL
4276,NULL,NULL,1,NULL,NULL,1,惠东,NULL,NULL,NULL,0,NULL,65866,KDQ,惠,NULL
4277,NULL,NULL,1,NULL,NULL,1,鲘门,NULL,NULL,NULL,0,NULL,65868,KMQ,鲘,NULL
4278,NULL,NULL,1,NULL,NULL,1,汕尾,NULL,NULL,NULL,0,NULL,65870,OGQ,汕,NULL
4279,NULL,NULL,1,NULL,NULL,1,陆丰,NULL,NULL,NULL,0,NULL,65872,LLQ,陆,NULL
4280,NULL,NULL,1,NULL,NULL,1,葵潭,NULL,NULL,NULL,0,NULL,65874,KTQ,葵,NULL
4281,NULL,NULL,1,NULL,NULL,1,普宁,NULL,NULL,NULL,0,NULL,65876,PEQ,普,NULL
4282,NULL,NULL,1,NULL,NULL,1,潮阳,NULL,NULL,NULL,0,NULL,65878,CNQ,潮,NULL
4283,NULL,NULL,1,NULL,NULL,1,潮汕,NULL,NULL,NULL,0,NULL,65880,CBQ,潮,NULL
4284,NULL,NULL,1,NULL,NULL,1,饶平,NULL,NULL,NULL,0,NULL,65882,RVQ,饶,NULL
4285,NULL,NULL,1,NULL,NULL,1,诏安,NULL,NULL,NULL,0,NULL,65884,ZDS,诏,NULL
4286,NULL,NULL,1,NULL,NULL,1,云霄,NULL,NULL,NULL,0,NULL,65886,YBS,云,NULL
4287,NULL,NULL,1,NULL,NULL,1,漳浦,NULL,NULL,NULL,0,NULL,65888,ZCS,漳,NULL
4288,NULL,NULL,1,NULL,NULL,1,福田,NULL,NULL,NULL,0,NULL,65891,NZQ,福,NULL
4289,NULL,NULL,1,NULL,NULL,1,古镇,NULL,NULL,NULL,0,NULL,66400,GNQ,古,NULL
4290,NULL,NULL,1,NULL,NULL,1,江海,NULL,NULL,NULL,0,NULL,66403,JNQ,江,NULL
4291,NULL,NULL,1,NULL,NULL,1,江门,NULL,NULL,NULL,0,NULL,66406,JWQ,江,NULL
4292,NULL,NULL,1,NULL,NULL,1,礼乐,NULL,NULL,NULL,0,NULL,66409,UEQ,礼,NULL
4293,NULL,NULL,1,NULL,NULL,1,新会,NULL,NULL,NULL,0,NULL,66412,EFQ,新,NULL
4294,NULL,NULL,1,NULL,NULL,1,阿达日格,NULL,NULL,NULL,0,NULL,66678,ARC,阿,NULL
4295,NULL,NULL,1,NULL,NULL,1,宝拉格,NULL,NULL,NULL,0,NULL,66679,BQC,宝,NULL
4296,NULL,NULL,1,NULL,NULL,1,草六格尔,NULL,NULL,NULL,0,NULL,66681,CRC,草,NULL
4297,NULL,NULL,1,NULL,NULL,1,石门村,NULL,NULL,NULL,0,NULL,66690,SMC,石,NULL
4298,NULL,NULL,1,NULL,NULL,1,刘伟壕,NULL,NULL,NULL,0,NULL,66691,LWC,刘,NULL
