zdid,,,lxid,,,ysfsbm,zdmc,,,,sfty,,station_code,station_telecode,station_shortname,
3828,NULL,NULL,1,NULL,NULL,1,南洮南,NULL,NULL,NULL,0,NULL,56483,NOT,南,NULL
3829,NULL,NULL,1,NULL,NULL,1,洮南,NULL,NULL,NULL,0,NULL,56486,TVT,洮,NULL
3830,NULL,NULL,1,NULL,NULL,1,大仙,NULL,NULL,NULL,0,NULL,56495,RXT,大,NULL
3831,NULL,NULL,1,NULL,NULL,1,阳山,NULL,NULL,NULL,0,NULL,56501,YIT,阳,NULL
3832,NULL,NULL,1,NULL,NULL,1,镇赉,NULL,NULL,NULL,0,NULL,56537,ZLT,镇,NULL
3833,NULL,NULL,1,NULL,NULL,1,坦途,NULL,NULL,NULL,0,NULL,56555,TTT,坦,NULL
3834,NULL,NULL,1,NULL,NULL,1,街基,NULL,NULL,NULL,0,NULL,56561,JJT,街,NULL
3835,NULL,NULL,1,NULL,NULL,1,泰来,NULL,NULL,NULL,0,NULL,56564,TLX,泰,NULL
3836,NULL,NULL,1,NULL,NULL,1,乌兰昭,NULL,NULL,NULL,0,NULL,56573,WZX,乌,NULL
3837,NULL,NULL,1,NULL,NULL,1,克利,NULL,NULL,NULL,0,NULL,56576,KLX,克,NULL
3838,NULL,NULL,1,NULL,NULL,1,平洋,NULL,NULL,NULL,0,NULL,56582,PYX,平,NULL
3839,NULL,NULL,1,NULL,NULL,1,江桥,NULL,NULL,NULL,0,NULL,56591,JQX,江,NULL
3840,NULL,NULL,1,NULL,NULL,1,大兴,NULL,NULL,NULL,0,NULL,56594,DXX,大,NULL
3841,NULL,NULL,1,NULL,NULL,1,汤池,NULL,NULL,NULL,0,NULL,56606,TCX,汤,NULL
3842,NULL,NULL,1,NULL,NULL,1,三间房,NULL,NULL,NULL,0,NULL,56615,SFX,三,NULL
3843,NULL,NULL,1,NULL,NULL,1,通辽北,NULL,NULL,NULL,0,NULL,57029,TED,通,NULL
3844,NULL,NULL,1,NULL,NULL,1,昆都庙,NULL,NULL,NULL,0,NULL,57032,KDD,昆,NULL
3845,NULL,NULL,1,NULL,NULL,1,双泡子,NULL,NULL,NULL,0,NULL,57035,OPD,双,NULL
3846,NULL,NULL,1,NULL,NULL,1,花吐古拉,NULL,NULL,NULL,0,NULL,57047,HOD,广,NULL
3847,NULL,NULL,1,NULL,NULL,1,舍伯吐,NULL,NULL,NULL,0,NULL,57053,OBD,舍,NULL
3848,NULL,NULL,1,NULL,NULL,1,前十家,NULL,NULL,NULL,0,NULL,57056,QVD,前,NULL
3849,NULL,NULL,1,NULL,NULL,1,珠日河牧场,NULL,NULL,NULL,0,NULL,57062,ZRD,珠,NULL
3850,NULL,NULL,1,NULL,NULL,1,毛告吐,NULL,NULL,NULL,0,NULL,57065,MOD,毛,NULL
3851,NULL,NULL,1,NULL,NULL,1,莫莫营子,NULL,NULL,NULL,0,NULL,57066,MMD,莫,NULL
3852,NULL,NULL,1,NULL,NULL,1,道老杜,NULL,NULL,NULL,0,NULL,57068,DED,道,NULL
3853,NULL,NULL,1,NULL,NULL,1,四合台,NULL,NULL,NULL,0,NULL,57071,OTD,四,NULL
3854,NULL,NULL,1,NULL,NULL,1,扎鲁特,NULL,NULL,NULL,0,NULL,57074,ZLD,扎,NULL
3855,NULL,NULL,1,NULL,NULL,1,塔力根土,NULL,NULL,NULL,0,NULL,57077,TOD,塔,NULL
3856,NULL,NULL,1,NULL,NULL,1,石灰窑,NULL,NULL,NULL,0,NULL,57083,OOD,石,NULL
3857,NULL,NULL,1,NULL,NULL,1,布敦化,NULL,NULL,NULL,0,NULL,57089,BFD,布,NULL
3858,NULL,NULL,1,NULL,NULL,1,白音胡硕,NULL,NULL,NULL,0,NULL,57092,BCD,白,NULL
3859,NULL,NULL,1,NULL,NULL,1,新艾里,NULL,NULL,NULL,0,NULL,57116,XVD,新,NULL
3860,NULL,NULL,1,NULL,NULL,1,双山屯,NULL,NULL,NULL,0,NULL,57117,SPD,双,NULL
3861,NULL,NULL,1,NULL,NULL,1,杜尔基,NULL,NULL,NULL,0,NULL,57119,RRD,杜,NULL
3862,NULL,NULL,1,NULL,NULL,1,乌兰中,NULL,NULL,NULL,0,NULL,57122,WZD,乌,NULL
3863,NULL,NULL,1,NULL,NULL,1,乌斯台,NULL,NULL,NULL,0,NULL,57125,WID,乌,NULL
3864,NULL,NULL,1,NULL,NULL,1,车家营子,NULL,NULL,NULL,0,NULL,57128,CRD,车,NULL
3865,NULL,NULL,1,NULL,NULL,1,吐列毛杜,NULL,NULL,NULL,0,NULL,57131,TMD,吐,NULL
3866,NULL,NULL,1,NULL,NULL,1,好力套高,NULL,NULL,NULL,0,NULL,57134,VGD,好,NULL
3867,NULL,NULL,1,NULL,NULL,1,西哲里木,NULL,NULL,NULL,0,NULL,57137,XRD,西,NULL
3868,NULL,NULL,1,NULL,NULL,1,莺歌,NULL,NULL,NULL,0,NULL,57140,YOD,莺,NULL
3869,NULL,NULL,1,NULL,NULL,1,燕舞,NULL,NULL,NULL,0,NULL,57143,YRD,燕,NULL
3870,NULL,NULL,1,NULL,NULL,1,哈日努拉,NULL,NULL,NULL,0,NULL,57149,HRD,哈,NULL
3871,NULL,NULL,1,NULL,NULL,1,白云,NULL,NULL,NULL,0,NULL,57150,BVD,白,NULL
3872,NULL,NULL,1,NULL,NULL,1,云端,NULL,NULL,NULL,0,NULL,57152,YND,云,NULL
3873,NULL,NULL,1,NULL,NULL,1,珠斯花,NULL,NULL,NULL,0,NULL,57155,ZHD,珠,NULL
3874,NULL,NULL,1,NULL,NULL,1,霍林郭勒,NULL,NULL,NULL,0,NULL,57173,HWD,霍,NULL
3875,NULL,NULL,1,NULL,NULL,1,霍林河,NULL,NULL,NULL,0,NULL,57179,HND,霍,NULL
3876,NULL,NULL,1,NULL,NULL,1,哈尔滨北,NULL,NULL,NULL,0,NULL,57301,HTB,哈,NULL
3877,NULL,NULL,1,NULL,NULL,1,齐齐哈尔南,NULL,NULL,NULL,0,NULL,57303,QNB,齐,NULL
3878,NULL,NULL,1,NULL,NULL,1,忠工屯,NULL,NULL,NULL,0,NULL,57914,ZOX,忠,NULL
3879,NULL,NULL,1,NULL,NULL,1,石门子,NULL,NULL,NULL,0,NULL,57926,SZX,石,NULL
3880,NULL,NULL,1,NULL,NULL,1,新绰源,NULL,NULL,NULL,0,NULL,57944,XRX,新,NULL
3881,NULL,NULL,1,NULL,NULL,1,塔尔气,NULL,NULL,NULL,0,NULL,57959,TVX,塔,NULL
3882,NULL,NULL,1,NULL,NULL,1,汇流河,NULL,NULL,NULL,0,NULL,58199,HUX,汇,NULL
3883,NULL,NULL,1,NULL,NULL,1,牧原,NULL,NULL,NULL,0,NULL,58211,MYX,牧,NULL
3884,NULL,NULL,1,NULL,NULL,1,煤田,NULL,NULL,NULL,0,NULL,58217,MTX,煤,NULL
3885,NULL,NULL,1,NULL,NULL,1,乌尔旗汗,NULL,NULL,NULL,0,NULL,58220,WHX,乌,NULL
3886,NULL,NULL,1,NULL,NULL,1,岩山,NULL,NULL,NULL,0,NULL,58247,YNX,岩,NULL
3887,NULL,NULL,1,NULL,NULL,1,原林,NULL,NULL,NULL,0,NULL,58256,YWX,原,NULL
3888,NULL,NULL,1,NULL,NULL,1,库都尔,NULL,NULL,NULL,0,NULL,58265,KDX,库,NULL
3889,NULL,NULL,1,NULL,NULL,1,新帐房,NULL,NULL,NULL,0,NULL,58274,XZX,新,NULL
3890,NULL,NULL,1,NULL,NULL,1,岭南,NULL,NULL,NULL,0,NULL,58277,LWX,岭,NULL
3891,NULL,NULL,1,NULL,NULL,1,岭北,NULL,NULL,NULL,0,NULL,58283,LBX,岭,NULL
3892,NULL,NULL,1,NULL,NULL,1,图里河,NULL,NULL,NULL,0,NULL,58289,TEX,图,NULL
3893,NULL,NULL,1,NULL,NULL,1,伊图里河,NULL,NULL,NULL,0,NULL,58298,YEX,伊,NULL
3894,NULL,NULL,1,NULL,NULL,1,哈达,NULL,NULL,NULL,0,NULL,58319,HVX,哈,NULL
3895,NULL,NULL,1,NULL,NULL,1,根河,NULL,NULL,NULL,0,NULL,58325,GEX,根,NULL
3896,NULL,NULL,1,NULL,NULL,1,朝中,NULL,NULL,NULL,0,NULL,58340,CZX,朝,NULL
3897,NULL,NULL,1,NULL,NULL,1,朝原,NULL,NULL,NULL,0,NULL,58343,CYX,朝,NULL
3898,NULL,NULL,1,NULL,NULL,1,静岭,NULL,NULL,NULL,0,NULL,58346,JLX,静,NULL
3899,NULL,NULL,1,NULL,NULL,1,金林,NULL,NULL,NULL,0,NULL,58352,JNX,金,NULL
3900,NULL,NULL,1,NULL,NULL,1,金河,NULL,NULL,NULL,0,NULL,58361,JHX,金,NULL
3901,NULL,NULL,1,NULL,NULL,1,牛耳河,NULL,NULL,NULL,0,NULL,58391,NRX,牛,NULL
3902,NULL,NULL,1,NULL,NULL,1,阿龙山,NULL,NULL,NULL,0,NULL,58397,ASX,阿,NULL
3903,NULL,NULL,1,NULL,NULL,1,阿乌尼,NULL,NULL,NULL,0,NULL,58415,AWX,阿,NULL
3904,NULL,NULL,1,NULL,NULL,1,满归,NULL,NULL,NULL,0,NULL,58421,MHX,满,NULL
3905,NULL,NULL,1,NULL,NULL,1,大其拉哈,NULL,NULL,NULL,0,NULL,58454,DQX,大,NULL
3906,NULL,NULL,1,NULL,NULL,1,喀喇其,NULL,NULL,NULL,0,NULL,58463,KQX,喀,NULL
3907,NULL,NULL,1,NULL,NULL,1,克一河,NULL,NULL,NULL,0,NULL,58475,KHX,克,NULL
3908,NULL,NULL,1,NULL,NULL,1,索图罕,NULL,NULL,NULL,0,NULL,58487,SHX,索,NULL
3909,NULL,NULL,1,NULL,NULL,1,甘河,NULL,NULL,NULL,0,NULL,58490,GAX,甘,NULL
3910,NULL,NULL,1,NULL,NULL,1,吉文,NULL,NULL,NULL,0,NULL,58514,JWX,吉,NULL
3911,NULL,NULL,1,NULL,NULL,1,阿里河,NULL,NULL,NULL,0,NULL,58532,AHX,阿,NULL
3912,NULL,NULL,1,NULL,NULL,1,得耳布尔,NULL,NULL,NULL,0,NULL,58577,DRX,得,NULL
3913,NULL,NULL,1,NULL,NULL,1,莫尔道嘎,NULL,NULL,NULL,0,NULL,58595,MRX,莫,NULL
3914,NULL,NULL,1,NULL,NULL,1,小榆树,NULL,NULL,NULL,0,NULL,58745,XSX,小,NULL
3915,NULL,NULL,1,NULL,NULL,1,二道湾,NULL,NULL,NULL,0,NULL,58748,RDX,二,NULL
3916,NULL,NULL,1,NULL,NULL,1,青水山,NULL,NULL,NULL,0,NULL,58751,VSX,青,NULL
3917,NULL,NULL,1,NULL,NULL,1,团结,NULL,NULL,NULL,0,NULL,58754,TIX,团,NULL
3918,NULL,NULL,1,NULL,NULL,1,拉哈,NULL,NULL,NULL,0,NULL,58757,LHX,拉,NULL
3919,NULL,NULL,1,NULL,NULL,1,光明,NULL,NULL,NULL,0,NULL,58760,GMX,光,NULL
3920,NULL,NULL,1,NULL,NULL,1,六合镇,NULL,NULL,NULL,0,NULL,58763,LEX,六,NULL
3921,NULL,NULL,1,NULL,NULL,1,八方,NULL,NULL,NULL,0,NULL,58764,BAX,八,NULL
3922,NULL,NULL,1,NULL,NULL,1,讷河,NULL,NULL,NULL,0,NULL,58769,NHX,讷,NULL
3923,NULL,NULL,1,NULL,NULL,1,恒地营,NULL,NULL,NULL,0,NULL,58781,VVX,恒,NULL
3924,NULL,NULL,1,NULL,NULL,1,老莱,NULL,NULL,NULL,0,NULL,58784,LAX,老,NULL
3925,NULL,NULL,1,NULL,NULL,1,伊拉哈,NULL,NULL,NULL,0,NULL,58796,YLX,伊,NULL
3926,NULL,NULL,1,NULL,NULL,1,九三,NULL,NULL,NULL,0,NULL,58799,SSX,九,NULL
3927,NULL,NULL,1,NULL,NULL,1,弯道,NULL,NULL,NULL,0,NULL,58800,WDX,弯,NULL
3928,NULL,NULL,1,NULL,NULL,1,鹤山,NULL,NULL,NULL,0,NULL,58808,HSX,鹤,NULL
3929,NULL,NULL,1,NULL,NULL,1,新高峰,NULL,NULL,NULL,0,NULL,58811,XGX,新,NULL
3930,NULL,NULL,1,NULL,NULL,1,新彦,NULL,NULL,NULL,0,NULL,58814,EYX,新,NULL
3931,NULL,NULL,1,NULL,NULL,1,嫩江,NULL,NULL,NULL,0,NULL,58817,NGX,嫩,NULL
3932,NULL,NULL,1,NULL,NULL,1,哈达阳,NULL,NULL,NULL,0,NULL,58838,HYX,哈,NULL
3933,NULL,NULL,1,NULL,NULL,1,哈力图,NULL,NULL,NULL,0,NULL,58841,HFX,哈,NULL
3934,NULL,NULL,1,NULL,NULL,1,小黑山,NULL,NULL,NULL,0,NULL,58844,XIX,小,NULL
3935,NULL,NULL,1,NULL,NULL,1,红彦,NULL,NULL,NULL,0,NULL,58850,VIX,红,NULL
3936,NULL,NULL,1,NULL,NULL,1,达拉滨,NULL,NULL,NULL,0,NULL,58859,DFX,达,NULL
3937,NULL,NULL,1,NULL,NULL,1,大杨树东,NULL,NULL,NULL,0,NULL,58865,RYX,大,NULL
3938,NULL,NULL,1,NULL,NULL,1,大杨树,NULL,NULL,NULL,0,NULL,58868,DUX,大,NULL
3939,NULL,NULL,1,NULL,NULL,1,春亭阁,NULL,NULL,NULL,0,NULL,58877,CGX,春,NULL
3940,NULL,NULL,1,NULL,NULL,1,乌鲁布铁,NULL,NULL,NULL,0,NULL,58883,WBX,乌,NULL
3941,NULL,NULL,1,NULL,NULL,1,朝阳村,NULL,NULL,NULL,0,NULL,58889,CUX,朝,NULL
3942,NULL,NULL,1,NULL,NULL,1,讷尔克气,NULL,NULL,NULL,0,NULL,58895,NKX,讷,NULL
3943,NULL,NULL,1,NULL,NULL,1,白桦排,NULL,NULL,NULL,0,NULL,58901,BPX,白,NULL
3944,NULL,NULL,1,NULL,NULL,1,加南,NULL,NULL,NULL,0,NULL,58904,JAX,加,NULL
3945,NULL,NULL,1,NULL,NULL,1,加格达奇,NULL,NULL,NULL,0,NULL,58910,JGX,加,NULL
3946,NULL,NULL,1,NULL,NULL,1,松树林,NULL,NULL,NULL,0,NULL,58931,SXX,松,NULL
3947,NULL,NULL,1,NULL,NULL,1,小扬气,NULL,NULL,NULL,0,NULL,58946,XYX,小,NULL
3948,NULL,NULL,1,NULL,NULL,1,古源,NULL,NULL,NULL,0,NULL,58952,GUX,古,NULL
3949,NULL,NULL,1,NULL,NULL,1,大扬气,NULL,NULL,NULL,0,NULL,58958,DKX,大,NULL
3950,NULL,NULL,1,NULL,NULL,1,劲松,NULL,NULL,NULL,0,NULL,58961,JOX,劲,NULL
3951,NULL,NULL,1,NULL,NULL,1,新天,NULL,NULL,NULL,0,NULL,58970,XXX,新,NULL
3952,NULL,NULL,1,NULL,NULL,1,太阳沟,NULL,NULL,NULL,0,NULL,58979,TYX,太,NULL
3953,NULL,NULL,1,NULL,NULL,1,塔源,NULL,NULL,NULL,0,NULL,58988,TWX,塔,NULL
3954,NULL,NULL,1,NULL,NULL,1,林海,NULL,NULL,NULL,0,NULL,58991,LXX,林,NULL
3955,NULL,NULL,1,NULL,NULL,1,新林,NULL,NULL,NULL,0,NULL,59015,XPX,新,NULL
3956,NULL,NULL,1,NULL,NULL,1,大乌苏,NULL,NULL,NULL,0,NULL,59021,DWX,大,NULL
3957,NULL,NULL,1,NULL,NULL,1,碧州,NULL,NULL,NULL,0,NULL,59030,BOX,碧,NULL
3958,NULL,NULL,1,NULL,NULL,1,翠岗,NULL,NULL,NULL,0,NULL,59036,CIX,翠,NULL
3959,NULL,NULL,1,NULL,NULL,1,塔尔根,NULL,NULL,NULL,0,NULL,59048,TRX,塔,NULL
3960,NULL,NULL,1,NULL,NULL,1,塔河,NULL,NULL,NULL,0,NULL,59054,TXX,塔,NULL
3961,NULL,NULL,1,NULL,NULL,1,绣峰,NULL,NULL,NULL,0,NULL,59084,XFX,绣,NULL
3962,NULL,NULL,1,NULL,NULL,1,瓦拉干,NULL,NULL,NULL,0,NULL,59090,WVX,瓦,NULL
3963,NULL,NULL,1,NULL,NULL,1,盘古,NULL,NULL,NULL,0,NULL,59117,PGX,盘,NULL
3964,NULL,NULL,1,NULL,NULL,1,聂河,NULL,NULL,NULL,0,NULL,59126,NIX,聂,NULL
3965,NULL,NULL,1,NULL,NULL,1,阿木尔,NULL,NULL,NULL,0,NULL,59138,JTX,阿,NULL
3966,NULL,NULL,1,NULL,NULL,1,图强,NULL,NULL,NULL,0,NULL,59144,TQX,图,NULL
3967,NULL,NULL,1,NULL,NULL,1,漠河,NULL,NULL,NULL,0,NULL,59150,MVX,漠,NULL
3968,NULL,NULL,1,NULL,NULL,1,古莲,NULL,NULL,NULL,0,NULL,59153,GRX,古,NULL
3969,NULL,NULL,1,NULL,NULL,1,翠峰,NULL,NULL,NULL,0,NULL,59225,CFX,翠,NULL
3970,NULL,NULL,1,NULL,NULL,1,宏图,NULL,NULL,NULL,0,NULL,59249,VTX,宏,NULL
3971,NULL,NULL,1,NULL,NULL,1,呼源,NULL,NULL,NULL,0,NULL,59267,VYX,呼,NULL
3972,NULL,NULL,1,NULL,NULL,1,呼中,NULL,NULL,NULL,0,NULL,59288,VZX,呼,NULL
3973,NULL,NULL,1,NULL,NULL,1,碧水,NULL,NULL,NULL,0,NULL,59294,BUX,碧,NULL
3974,NULL,NULL,1,NULL,NULL,1,高头,NULL,NULL,NULL,0,NULL,59537,GOX,高,NULL
3975,NULL,NULL,1,NULL,NULL,1,冯屯,NULL,NULL,NULL,0,NULL,59540,FTX,冯,NULL
3976,NULL,NULL,1,NULL,NULL,1,塔哈,NULL,NULL,NULL,0,NULL,59552,THX,塔,NULL
3977,NULL,NULL,1,NULL,NULL,1,群力,NULL,NULL,NULL,0,NULL,59555,QIX,群,NULL
3978,NULL,NULL,1,NULL,NULL,1,中和,NULL,NULL,NULL,0,NULL,59561,ZHX,中,NULL
3979,NULL,NULL,1,NULL,NULL,1,哈川,NULL,NULL,NULL,0,NULL,59564,HCX,哈,NULL
3980,NULL,NULL,1,NULL,NULL,1,富裕,NULL,NULL,NULL,0,NULL,59567,FYX,富,NULL
3981,NULL,NULL,1,NULL,NULL,1,树林,NULL,NULL,NULL,0,NULL,59579,SLX,树,NULL
3982,NULL,NULL,1,NULL,NULL,1,富海,NULL,NULL,NULL,0,NULL,59585,FHX,富,NULL
3983,NULL,NULL,1,NULL,NULL,1,依安,NULL,NULL,NULL,0,NULL,59597,YAX,依,NULL
3984,NULL,NULL,1,NULL,NULL,1,古城,NULL,NULL,NULL,0,NULL,59624,GCB,古,NULL
3985,NULL,NULL,1,NULL,NULL,1,克山,NULL,NULL,NULL,0,NULL,59630,KSB,克,NULL
3986,NULL,NULL,1,NULL,NULL,1,克东,NULL,NULL,NULL,0,NULL,59642,KOB,克,NULL
3987,NULL,NULL,1,NULL,NULL,1,二井,NULL,NULL,NULL,0,NULL,59681,EJA,二,NULL
3988,NULL,NULL,1,NULL,NULL,1,二龙山屯,NULL,NULL,NULL,0,NULL,59687,ELA,二,NULL
3989,NULL,NULL,1,NULL,NULL,1,五大连池,NULL,NULL,NULL,0,NULL,59693,WRB,五,NULL
3990,NULL,NULL,1,NULL,NULL,1,龙镇,NULL,NULL,NULL,0,NULL,59696,LZA,龙,NULL
3991,NULL,NULL,1,NULL,NULL,1,龙门河,NULL,NULL,NULL,0,NULL,59717,MHA,龙,NULL
3992,NULL,NULL,1,NULL,NULL,1,辰清,NULL,NULL,NULL,0,NULL,59720,CQB,辰,NULL
3993,NULL,NULL,1,NULL,NULL,1,孙吴,NULL,NULL,NULL,0,NULL,59726,SKB,孙,NULL
3994,NULL,NULL,1,NULL,NULL,1,西岗子,NULL,NULL,NULL,0,NULL,59732,NBB,西,NULL
3995,NULL,NULL,1,NULL,NULL,1,锦河,NULL,NULL,NULL,0,NULL,59735,JHB,锦,NULL
3996,NULL,NULL,1,NULL,NULL,1,黑河,NULL,NULL,NULL,0,NULL,59738,HJB,黑,NULL
3997,NULL,NULL,1,NULL,NULL,1,哈尔滨东,NULL,NULL,NULL,0,NULL,60002,VBB,哈,NULL
3998,NULL,NULL,1,NULL,NULL,1,兴福,NULL,NULL,NULL,0,NULL,60176,XEB,兴,NULL
3999,NULL,NULL,1,NULL,NULL,1,东津,NULL,NULL,NULL,0,NULL,60182,DKB,东,NULL
4000,NULL,NULL,1,NULL,NULL,1,全胜,NULL,NULL,NULL,0,NULL,60191,QVB,全,NULL
4001,NULL,NULL,1,NULL,NULL,1,龙船,NULL,NULL,NULL,0,NULL,60194,LCB,龙,NULL
4002,NULL,NULL,1,NULL,NULL,1,庆安,NULL,NULL,NULL,0,NULL,60200,QAB,庆,NULL
4003,NULL,NULL,1,NULL,NULL,1,高老,NULL,NULL,NULL,0,NULL,60209,GOB,高,NULL
4004,NULL,NULL,1,NULL,NULL,1,双丰,NULL,NULL,NULL,0,NULL,60215,OFB,双,NULL
4005,NULL,NULL,1,NULL,NULL,1,王杨,NULL,NULL,NULL,0,NULL,60221,WYB,王,NULL
4006,NULL,NULL,1,NULL,NULL,1,铁力,NULL,NULL,NULL,0,NULL,60227,TLB,铁,NULL
4007,NULL,NULL,1,NULL,NULL,1,桃山,NULL,NULL,NULL,0,NULL,60239,TAB,桃,NULL
4008,NULL,NULL,1,NULL,NULL,1,石长,NULL,NULL,NULL,0,NULL,60248,OCB,石,NULL
4009,NULL,NULL,1,NULL,NULL,1,神树,NULL,NULL,NULL,0,NULL,60254,SWB,神,NULL
4010,NULL,NULL,1,NULL,NULL,1,圣浪,NULL,NULL,NULL,0,NULL,60278,OVB,圣,NULL
4011,NULL,NULL,1,NULL,NULL,1,界山,NULL,NULL,NULL,0,NULL,60287,JSB,界,NULL
4012,NULL,NULL,1,NULL,NULL,1,小白,NULL,NULL,NULL,0,NULL,60293,XBB,小,NULL
4013,NULL,NULL,1,NULL,NULL,1,朗乡,NULL,NULL,NULL,0,NULL,60302,LXB,朗,NULL
4014,NULL,NULL,1,NULL,NULL,1,带岭,NULL,NULL,NULL,0,NULL,60317,DLB,带,NULL
4015,NULL,NULL,1,NULL,NULL,1,松青,NULL,NULL,NULL,0,NULL,60326,OBB,松,NULL
4016,NULL,NULL,1,NULL,NULL,1,南岔,NULL,NULL,NULL,0,NULL,60335,NCB,南,NULL
4017,NULL,NULL,1,NULL,NULL,1,绿潭,NULL,NULL,NULL,0,NULL,60359,LTB,绿,NULL
4018,NULL,NULL,1,NULL,NULL,1,晨明,NULL,NULL,NULL,0,NULL,60371,CMB,晨,NULL
4019,NULL,NULL,1,NULL,NULL,1,威岭,NULL,NULL,NULL,0,NULL,60377,WNB,威,NULL
4020,NULL,NULL,1,NULL,NULL,1,浩良河,NULL,NULL,NULL,0,NULL,60392,HHB,浩,NULL
4021,NULL,NULL,1,NULL,NULL,1,香兰,NULL,NULL,NULL,0,NULL,60401,XNB,香,NULL
4022,NULL,NULL,1,NULL,NULL,1,汤原,NULL,NULL,NULL,0,NULL,60413,TYB,汤,NULL
4023,NULL,NULL,1,NULL,NULL,1,望江,NULL,NULL,NULL,0,NULL,60431,WJB,望,NULL
4024,NULL,NULL,1,NULL,NULL,1,兴莲,NULL,NULL,NULL,0,NULL,60443,XGB,兴,NULL
4025,NULL,NULL,1,NULL,NULL,1,莲江口,NULL,NULL,NULL,0,NULL,60446,LHB,莲,NULL
4026,NULL,NULL,1,NULL,NULL,1,佳木斯,NULL,NULL,NULL,0,NULL,60452,JMB,佳,NULL
4027,NULL,NULL,1,NULL,NULL,1,柳树,NULL,NULL,NULL,0,NULL,60509,LOB,柳,NULL
4028,NULL,NULL,1,NULL,NULL,1,金山屯,NULL,NULL,NULL,0,NULL,60530,JTB,金,NULL
4029,NULL,NULL,1,NULL,NULL,1,西林,NULL,NULL,NULL,0,NULL,60536,XYB,西,NULL
4030,NULL,NULL,1,NULL,NULL,1,苔青,NULL,NULL,NULL,0,NULL,60551,TQB,苔,NULL
4031,NULL,NULL,1,NULL,NULL,1,美溪,NULL,NULL,NULL,0,NULL,60557,MEB,美,NULL
4032,NULL,NULL,1,NULL,NULL,1,伊春,NULL,NULL,NULL,0,NULL,60566,YCB,伊,NULL
4033,NULL,NULL,1,NULL,NULL,1,双子河,NULL,NULL,NULL,0,NULL,60590,SEB,双,NULL
4034,NULL,NULL,1,NULL,NULL,1,友好,NULL,NULL,NULL,0,NULL,60593,YOB,友,NULL
4035,NULL,NULL,1,NULL,NULL,1,红山,NULL,NULL,NULL,0,NULL,60599,VSB,红,NULL
4036,NULL,NULL,1,NULL,NULL,1,五营,NULL,NULL,NULL,0,NULL,60611,WWB,五,NULL
4037,NULL,NULL,1,NULL,NULL,1,红星,NULL,NULL,NULL,0,NULL,60638,VXB,红,NULL
4038,NULL,NULL,1,NULL,NULL,1,新青,NULL,NULL,NULL,0,NULL,60644,XQB,新,NULL
4039,NULL,NULL,1,NULL,NULL,1,汤旺河,NULL,NULL,NULL,0,NULL,60653,THB,汤,NULL
4040,NULL,NULL,1,NULL,NULL,1,乌伊岭,NULL,NULL,NULL,0,NULL,60662,WPB,乌,NULL
4041,NULL,NULL,1,NULL,NULL,1,半截河,NULL,NULL,NULL,0,NULL,60728,BHB,半,NULL
4042,NULL,NULL,1,NULL,NULL,1,鹤立,NULL,NULL,NULL,0,NULL,60734,HOB,鹤,NULL
4043,NULL,NULL,1,NULL,NULL,1,新华,NULL,NULL,NULL,0,NULL,60737,XHB,新,NULL
4044,NULL,NULL,1,NULL,NULL,1,峻德,NULL,NULL,NULL,0,NULL,60740,JDB,峻,NULL
4045,NULL,NULL,1,NULL,NULL,1,鹤岗,NULL,NULL,NULL,0,NULL,60752,HGB,鹤,NULL
4046,NULL,NULL,1,NULL,NULL,1,宝泉岭,NULL,NULL,NULL,0,NULL,60776,BQB,宝,NULL
4047,NULL,NULL,1,NULL,NULL,1,鹤北,NULL,NULL,NULL,0,NULL,60779,HMB,鹤,NULL
4048,NULL,NULL,1,NULL,NULL,1,永胜,NULL,NULL,NULL,0,NULL,60812,YVB,永,NULL
4049,NULL,NULL,1,NULL,NULL,1,四马架,NULL,NULL,NULL,0,NULL,60821,SMB,四,NULL
4050,NULL,NULL,1,NULL,NULL,1,太平镇,NULL,NULL,NULL,0,NULL,60824,TEB,太,NULL
4051,NULL,NULL,1,NULL,NULL,1,丰乐镇,NULL,NULL,NULL,0,NULL,60827,FZB,丰,NULL
4052,NULL,NULL,1,NULL,NULL,1,笔架山,NULL,NULL,NULL,0,NULL,60830,BSB,笔,NULL
4053,NULL,NULL,1,NULL,NULL,1,福利屯,NULL,NULL,NULL,0,NULL,60836,FTB,福,NULL
4054,NULL,NULL,1,NULL,NULL,1,双鸭山,NULL,NULL,NULL,0,NULL,60845,SSB,双,NULL
4055,NULL,NULL,1,NULL,NULL,1,升昌,NULL,NULL,NULL,0,NULL,60884,OEB,升,NULL
4056,NULL,NULL,1,NULL,NULL,1,红兴隆,NULL,NULL,NULL,0,NULL,60890,VHB,红,NULL
4057,NULL,NULL,1,NULL,NULL,1,新友谊,NULL,NULL,NULL,0,NULL,60896,EYB,新,NULL
4058,NULL,NULL,1,NULL,NULL,1,九营,NULL,NULL,NULL,0,NULL,60905,JYB,九,NULL
4059,NULL,NULL,1,NULL,NULL,1,富锦,NULL,NULL,NULL,0,NULL,60923,FIB,富,NULL
4060,NULL,NULL,1,NULL,NULL,1,向阳川,NULL,NULL,NULL,0,NULL,60950,ECB,向,NULL
4061,NULL,NULL,1,NULL,NULL,1,建三江,NULL,NULL,NULL,0,NULL,60962,JIB,建,NULL
4062,NULL,NULL,1,NULL,NULL,1,换新天,NULL,NULL,NULL,0,NULL,60968,VTB,换,NULL
